config,mode,T_kv,B,pipeline,latency_ms,tokens_per_sec
qwen25_05b,decode,4096,2,P1,0.2908,6877.8
qwen25_05b,decode,4096,2,P3,0.118,16951.7
qwen25_05b,decode,4096,2,P5,0.1147,17431.9
qwen25_05b,decode,4096,4,P0,0.112,35727.0
qwen25_05b,decode,4096,4,P1,0.3291,12156.1
qwen25_05b,decode,4096,4,P3,0.1165,34329.4
qwen25_05b,decode,4096,4,P5,0.1155,34630.2
qwen25_05b,decode,4096,8,P0,0.1979,40421.6
qwen25_05b,decode,4096,8,P1,0.4113,19452.0
qwen25_05b,decode,4096,8,P3,0.1167,68555.3
qwen25_05b,decode,4096,8,P5,0.1155,69286.7
qwen25_05b,decode,4096,16,P0,0.3797,42140.1
qwen25_05b,decode,4096,16,P1,0.6211,25760.9
qwen25_05b,decode,4096,16,P3,0.1312,121973.5
qwen25_05b,decode,4096,16,P5,0.1312,121971.7
qwen25_05b,decode,4096,32,P0,0.7357,43495.8
qwen25_05b,decode,4096,32,P1,1.181,27095.2
qwen25_05b,decode,4096,32,P3,0.2269,141039.9
qwen25_05b,decode,4096,32,P5,0.2259,141681.8
qwen25_05b,decode,4096,64,P0,1.3911,46006.7
qwen25_05b,decode,4096,64,P1,2.2605,28312.9
qwen25_05b,decode,4096,64,P3,0.3701,172911.1
qwen25_05b,decode,4096,64,P5,0.366,174885.2
qwen25_05b,decode,4096,128,P0,2.7213,47036.8
qwen25_05b,decode,4096,128,P1,4.3982,29102.8
qwen25_05b,decode,4096,128,P3,0.6209,206150.2
qwen25_05b,decode,4096,128,P5,0.6212,206050.6
qwen25_05b,decode,8192,1,P0,0.0692,14451.7
qwen25_05b,decode,8192,1,P1,0.2854,3503.4
qwen25_05b,decode,8192,1,P3,0.1991,5023.1
qwen25_05b,decode,8192,1,P5,0.1961,5098.3
qwen25_05b,decode,8192,2,P0,0.1143,17491.4
qwen25_05b,decode,8192,2,P1,0.3281,6095.1
qwen25_05b,decode,8192,2,P3,0.1992,10040.6
qwen25_05b,decode,8192,2,P5,0.1974,10130.9
qwen25_05b,decode,8192,4,P0,0.1936,20660.9
qwen25_05b,decode,8192,4,P1,0.4094,9770.0
qwen25_05b,decode,8192,4,P3,0.1986,20142.8
qwen25_05b,decode,8192,4,P5,0.2001,19988.2
qwen25_05b,decode,8192,8,P0,0.3518,22741.1
qwen25_05b,decode,8192,8,P1,0.5939,13470.8
qwen25_05b,decode,8192,8,P3,0.1999,40018.8
qwen25_05b,decode,8192,8,P5,0.1983,40339.2
qwen25_05b,decode,8192,16,P0,0.7225,22144.3
qwen25_05b,decode,8192,16,P1,1.1665,13716.0
qwen25_05b,decode,8192,16,P3,0.231,69261.0
qwen25_05b,decode,8192,16,P5,0.2278,70227.1
qwen25_05b,decode,8192,32,P0,1.4187,22555.9
qwen25_05b,decode,8192,32,P1,2.2894,13977.5
qwen25_05b,decode,8192,32,P3,0.4656,68725.8
qwen25_05b,decode,8192,32,P5,0.4644,68912.9
qwen25_05b,decode,8192,64,P0,2.7027,23679.7
qwen25_05b,decode,8192,64,P1,4.3763,14624.3
qwen25_05b,decode,8192,64,P3,0.6978,91723.1
qwen25_05b,decode,8192,64,P5,0.7015,91228.6
qwen25_05b,decode,8192,128,P0,5.3098,24106.5
qwen25_05b,decode,8192,128,P1,8.5528,14965.8
qwen25_05b,decode,8192,128,P3,1.1909,107482.0
qwen25_05b,decode,8192,128,P5,1.191,107469.4
qwen25_05b,decode,16384,1,P0,0.1134,8814.6
qwen25_05b,decode,16384,1,P1,0.3226,3100.0
qwen25_05b,decode,16384,1,P3,0.3645,2743.7
qwen25_05b,decode,16384,1,P5,0.3607,2772.3
qwen25_05b,decode,16384,2,P0,0.1962,10194.3
qwen25_05b,decode,16384,2,P1,0.41,4877.9
qwen25_05b,decode,16384,2,P3,0.3709,5392.8
qwen25_05b,decode,16384,2,P5,0.3634,5503.2
qwen25_05b,decode,16384,4,P0,0.348,11495.0
qwen25_05b,decode,16384,4,P1,0.5927,6748.3
qwen25_05b,decode,16384,4,P3,0.3652,10953.0
qwen25_05b,decode,16384,4,P5,0.3633,11010.8
qwen25_05b,decode,16384,8,P0,0.6621,12083.0
qwen25_05b,decode,16384,8,P1,1.1123,7192.2
qwen25_05b,decode,16384,8,P3,0.3658,21870.0
qwen25_05b,decode,16384,8,P5,0.3636,22004.5
qwen25_05b,decode,16384,16,P0,1.4078,11365.3
qwen25_05b,decode,16384,16,P1,2.2795,7019.0
qwen25_05b,decode,16384,16,P3,0.475,33686.0
qwen25_05b,decode,16384,16,P5,0.4738,33772.9
qwen25_05b,decode,16384,32,P0,2.7879,11478.2
qwen25_05b,decode,16384,32,P1,4.4604,7174.3
qwen25_05b,decode,16384,32,P3,0.8979,35638.4
qwen25_05b,decode,16384,32,P5,0.8946,35768.3
qwen25_05b,decode,16384,64,P0,5.3124,12047.2
qwen25_05b,decode,16384,64,P1,8.5551,7481.0
qwen25_05b,decode,16384,64,P3,1.3514,47359.7
qwen25_05b,decode,16384,64,P5,1.3467,47523.0
qwen25_05b,decode,16384,128,P0,10.5371,12147.6
qwen25_05b,decode,16384,128,P1,17.0191,7521.0
qwen25_05b,decode,16384,128,P3,2.3391,54722.0
qwen25_05b,decode,16384,128,P5,2.3404,54692.0
qwen25_05b,decode,32768,1,P0,0.198,5049.6
qwen25_05b,decode,32768,1,P1,0.4127,2423.0
qwen25_05b,decode,32768,1,P3,0.6859,1457.9
qwen25_05b,decode,32768,1,P5,0.6847,1460.5
qwen25_05b,decode,32768,2,P0,0.3527,5670.5
qwen25_05b,decode,32768,2,P1,0.5914,3382.0
qwen25_05b,decode,32768,2,P3,0.6901,2898.3
qwen25_05b,decode,32768,2,P5,0.6984,2863.9
qwen25_05b,decode,32768,4,P0,0.6663,6003.7
qwen25_05b,decode,32768,4,P1,1.1189,3574.9
qwen25_05b,decode,32768,4,P3,0.7006,5709.4
qwen25_05b,decode,32768,4,P5,0.7005,5710.2
qwen25_05b,decode,32768,8,P0,1.2938,6183.2
qwen25_05b,decode,32768,8,P1,2.1697,3687.1
qwen25_05b,decode,32768,8,P3,0.8365,9563.8
qwen25_05b,decode,32768,8,P5,0.8319,9616.6
qwen25_05b,decode,32768,16,P0,2.8071,5699.9
qwen25_05b,decode,32768,16,P1,4.4854,3567.1
qwen25_05b,decode,32768,16,P3,0.9207,17377.6
qwen25_05b,decode,32768,16,P5,0.9184,17421.6
qwen25_05b,decode,32768,32,P0,5.5176,5799.6
qwen25_05b,decode,32768,32,P1,8.7576,3654.0
qwen25_05b,decode,32768,32,P3,1.7438,18350.9
qwen25_05b,decode,32768,32,P5,1.7436,18353.1
qwen25_05b,decode,32768,64,P0,10.6368,6016.8
qwen25_05b,decode,32768,64,P1,17.1218,3737.9
qwen25_05b,decode,32768,64,P3,2.6598,24061.5
qwen25_05b,decode,32768,64,P5,2.659,24068.9
qwen25_05b,decode,32768,128,P0,21.2874,6012.9
qwen25_05b,decode,32768,128,P1,33.7889,3788.2
qwen25_05b,decode,32768,128,P3,4.6344,27619.3
qwen25_05b,decode,32768,128,P5,4.659,27473.5
qwen25_05b,decode,65536,1,P0,0.3751,2666.2
qwen25_05b,decode,65536,1,P1,0.6035,1657.0
qwen25_05b,decode,65536,1,P3,1.3584,736.2
qwen25_05b,decode,65536,1,P5,1.3547,738.2
qwen25_05b,decode,65536,2,P0,0.6728,2972.9
qwen25_05b,decode,65536,2,P1,1.1194,1786.6
qwen25_05b,decode,65536,2,P3,1.3597,1470.9
qwen25_05b,decode,65536,2,P5,1.3545,1476.6
qwen25_05b,decode,65536,4,P0,1.301,3074.5
qwen25_05b,decode,65536,4,P1,2.18,1834.9
qwen25_05b,decode,65536,4,P3,1.6383,2441.5
qwen25_05b,decode,65536,4,P5,1.6398,2439.3
qwen25_05b,decode,65536,8,P0,2.5527,3134.0
qwen25_05b,decode,65536,8,P1,4.2348,1889.1
qwen25_05b,decode,65536,8,P3,1.6351,4892.7
qwen25_05b,decode,65536,8,P5,1.6319,4902.3
qwen25_05b,decode,65536,16,P0,5.5746,2870.2
qwen25_05b,decode,65536,16,P1,8.8026,1817.6
qwen25_05b,decode,65536,16,P3,1.772,9029.2
qwen25_05b,decode,65536,16,P5,1.7722,9028.5
qwen25_05b,decode,65536,32,P0,11.1545,2868.8
qwen25_05b,decode,65536,32,P1,17.4685,1831.9
qwen25_05b,decode,65536,32,P3,3.4462,9285.6
qwen25_05b,decode,65536,32,P5,3.4459,9286.4
qwen25_05b,decode,65536,64,P0,21.5861,2964.9
qwen25_05b,decode,65536,64,P1,34.0612,1879.0
qwen25_05b,decode,65536,64,P3,5.2765,12129.2
qwen25_05b,decode,65536,64,P5,5.2816,12117.6
qwen25_05b,decode,65536,128,P0,42.8625,2986.3
qwen25_05b,decode,65536,128,P1,68.218,1876.3
qwen25_05b,decode,65536,128,P3,9.2923,13774.8
qwen25_05b,decode,65536,128,P5,9.2813,13791.2
qwen25_05b,decode,131072,1,P0,0.7303,1369.3
qwen25_05b,decode,131072,1,P1,1.2136,824.0
qwen25_05b,decode,131072,1,P3,2.6492,377.5
qwen25_05b,decode,131072,1,P5,2.6479,377.7
qwen25_05b,decode,131072,2,P0,1.3315,1502.0
qwen25_05b,decode,131072,2,P1,2.2091,905.3
qwen25_05b,decode,131072,2,P3,3.2091,623.2
qwen25_05b,decode,131072,2,P5,3.2093,623.2
qwen25_05b,decode,131072,4,P0,2.6113,1531.8
qwen25_05b,decode,131072,4,P1,4.2929,931.8
qwen25_05b,decode,131072,4,P3,3.2233,1241.0
qwen25_05b,decode,131072,4,P5,3.2157,1243.9
qwen25_05b,decode,131072,8,P0,5.172,1546.8
qwen25_05b,decode,131072,8,P1,8.4155,950.6
qwen25_05b,decode,131072,8,P3,3.2079,2493.8
qwen25_05b,decode,131072,8,P5,3.2033,2497.4
qwen25_05b,decode,131072,16,P0,11.3657,1407.7
qwen25_05b,decode,131072,16,P1,17.7235,902.8
qwen25_05b,decode,131072,16,P3,3.5008,4570.3
qwen25_05b,decode,131072,16,P5,3.5146,4552.4
qwen25_05b,decode,131072,32,P0,22.9122,1396.6
qwen25_05b,decode,131072,32,P1,35.5069,901.2
qwen25_05b,decode,131072,32,P3,6.87,4657.9
qwen25_05b,decode,131072,32,P5,6.9117,4629.8
qwen25_05b,decode,131072,64,P0,44.3969,1441.5
qwen25_05b,decode,131072,64,P1,69.6524,918.8
qwen25_05b,decode,131072,64,P3,10.5563,6062.7
qwen25_05b,decode,131072,64,P5,10.5542,6063.9
qwen25_1.8b,decode,2048,1,P0,0.0534,18730.8
qwen25_1.8b,decode,2048,1,P1,0.2764,3617.6
qwen25_1.8b,decode,2048,1,P3,0.1123,8908.4
qwen25_1.8b,decode,2048,1,P5,0.1146,8728.6
qwen25_1.8b,decode,2048,2,P0,0.0744,26863.7
qwen25_1.8b,decode,2048,2,P1,0.2819,7095.4
qwen25_1.8b,decode,2048,2,P3,0.116,17240.2
qwen25_1.8b,decode,2048,2,P5,0.1114,17952.0
qwen25_1.8b,decode,2048,4,P0,0.1265,31608.6
qwen25_1.8b,decode,2048,4,P1,0.3397,11776.5
qwen25_1.8b,decode,2048,4,P3,0.1184,33782.6
qwen25_1.8b,decode,2048,4,P5,0.1118,35769.2
qwen25_1.8b,decode,2048,8,P0,0.2268,35272.1
qwen25_1.8b,decode,2048,8,P1,0.4389,18225.7
qwen25_1.8b,decode,2048,8,P3,0.1146,69833.5
qwen25_1.8b,decode,2048,8,P5,0.1114,71800.3
qwen25_1.8b,decode,2048,16,P0,0.4048,39524.7
qwen25_1.8b,decode,2048,16,P1,0.6428,24891.7
qwen25_1.8b,decode,2048,16,P3,0.129,123988.7
qwen25_1.8b,decode,2048,16,P5,0.1293,123714.5
qwen25_1.8b,decode,2048,32,P0,0.7703,41542.5
qwen25_1.8b,decode,2048,32,P1,1.2153,26331.8
qwen25_1.8b,decode,2048,32,P3,0.2229,143582.6
qwen25_1.8b,decode,2048,32,P5,0.221,144774.0
qwen25_1.8b,decode,2048,64,P0,1.5055,42511.1
qwen25_1.8b,decode,2048,64,P1,2.3795,26896.7
qwen25_1.8b,decode,2048,64,P3,0.4639,137973.1
qwen25_1.8b,decode,2048,64,P5,0.4615,138689.5
qwen25_1.8b,decode,2048,128,P0,2.9711,43081.9
qwen25_1.8b,decode,2048,128,P1,4.6383,27596.1
qwen25_1.8b,decode,2048,128,P3,0.8837,144846.4
qwen25_1.8b,decode,2048,128,P5,0.8836,144856.6
qwen25_1.8b,decode,4096,1,P0,0.0775,12894.9
qwen25_1.8b,decode,4096,1,P1,0.2871,3482.6
qwen25_1.8b,decode,4096,1,P3,0.1892,5286.2
qwen25_1.8b,decode,4096,1,P5,0.1874,5336.2
qwen25_1.8b,decode,4096,2,P0,0.1249,16018.4
qwen25_1.8b,decode,4096,2,P1,0.3352,5966.5
qwen25_1.8b,decode,4096,2,P3,0.1912,10462.4
qwen25_1.8b,decode,4096,2,P5,0.1894,10558.9
qwen25_1.8b,decode,4096,4,P0,0.2157,18541.3
qwen25_1.8b,decode,4096,4,P1,0.4239,9435.5
qwen25_1.8b,decode,4096,4,P3,0.1951,20499.8
qwen25_1.8b,decode,4096,4,P5,0.1915,20883.8
qwen25_1.8b,decode,4096,8,P0,0.3931,20353.3
qwen25_1.8b,decode,4096,8,P1,0.6329,12639.5
qwen25_1.8b,decode,4096,8,P3,0.1935,41350.9
qwen25_1.8b,decode,4096,8,P5,0.1911,41866.4
qwen25_1.8b,decode,4096,16,P0,0.7667,20868.3
qwen25_1.8b,decode,4096,16,P1,1.2132,13187.8
qwen25_1.8b,decode,4096,16,P3,0.2261,70760.7
qwen25_1.8b,decode,4096,16,P5,0.2224,71935.9
qwen25_1.8b,decode,4096,32,P0,1.4965,21382.9
qwen25_1.8b,decode,4096,32,P1,2.3702,13501.1
qwen25_1.8b,decode,4096,32,P3,0.4686,68285.3
qwen25_1.8b,decode,4096,32,P5,0.4636,69024.7
qwen25_1.8b,decode,4096,64,P0,2.9273,21862.9
qwen25_1.8b,decode,4096,64,P1,4.588,13949.3
qwen25_1.8b,decode,4096,64,P3,0.88,72724.1
qwen25_1.8b,decode,4096,64,P5,0.8819,72567.1
qwen25_1.8b,decode,4096,128,P0,5.8173,22003.4
qwen25_1.8b,decode,4096,128,P1,9.067,14117.2
qwen25_1.8b,decode,4096,128,P3,1.7107,74821.2
qwen25_1.8b,decode,4096,128,P5,1.7145,74658.1
qwen25_1.8b,decode,8192,1,P0,0.1257,7955.6
qwen25_1.8b,decode,8192,1,P1,0.3348,2986.6
qwen25_1.8b,decode,8192,1,P3,0.355,2816.9
qwen25_1.8b,decode,8192,1,P5,0.3509,2850.0
qwen25_1.8b,decode,8192,2,P0,0.2191,9128.3
qwen25_1.8b,decode,8192,2,P1,0.4335,4614.1
qwen25_1.8b,decode,8192,2,P3,0.3539,5650.9
qwen25_1.8b,decode,8192,2,P5,0.3522,5678.0
qwen25_1.8b,decode,8192,4,P0,0.3941,10149.4
qwen25_1.8b,decode,8192,4,P1,0.6342,6307.0
qwen25_1.8b,decode,8192,4,P3,0.3519,11366.3
qwen25_1.8b,decode,8192,4,P5,0.3503,11420.1
qwen25_1.8b,decode,8192,8,P0,0.7424,10775.9
qwen25_1.8b,decode,8192,8,P1,1.1884,6731.7
qwen25_1.8b,decode,8192,8,P3,0.3511,22785.1
qwen25_1.8b,decode,8192,8,P5,0.3471,23049.7
qwen25_1.8b,decode,8192,16,P0,1.4821,10795.7
qwen25_1.8b,decode,8192,16,P1,2.3552,6793.5
qwen25_1.8b,decode,8192,16,P3,0.4684,34160.7
qwen25_1.8b,decode,8192,16,P5,0.4669,34268.3
qwen25_1.8b,decode,8192,32,P0,2.932,10914.2
qwen25_1.8b,decode,8192,32,P1,4.5954,6963.5
qwen25_1.8b,decode,8192,32,P3,0.8905,35934.5
qwen25_1.8b,decode,8192,32,P5,0.8931,35830.6
qwen25_1.8b,decode,8192,64,P0,5.819,10998.4
qwen25_1.8b,decode,8192,64,P1,9.1116,7024.0
qwen25_1.8b,decode,8192,64,P3,1.7502,36566.6
qwen25_1.8b,decode,8192,64,P5,1.7453,36669.3
qwen25_1.8b,decode,8192,128,P0,11.6718,10966.6
qwen25_1.8b,decode,8192,128,P1,18.1065,7069.3
qwen25_1.8b,decode,8192,128,P3,3.4378,37232.7
qwen25_1.8b,decode,8192,128,P5,3.3999,37648.5
qwen25_1.8b,decode,16384,1,P0,0.2185,4576.3
qwen25_1.8b,decode,16384,1,P1,0.4278,2337.5
qwen25_1.8b,decode,16384,1,P3,0.6593,1516.7
qwen25_1.8b,decode,16384,1,P5,0.6582,1519.3
qwen25_1.8b,decode,16384,2,P0,0.3972,5034.9
qwen25_1.8b,decode,16384,2,P1,0.6353,3148.2
qwen25_1.8b,decode,16384,2,P3,0.6641,3011.5
qwen25_1.8b,decode,16384,2,P5,0.6617,3022.6
qwen25_1.8b,decode,16384,4,P0,0.7469,5355.8
qwen25_1.8b,decode,16384,4,P1,1.1898,3361.8
qwen25_1.8b,decode,16384,4,P3,0.662,6042.5
qwen25_1.8b,decode,16384,4,P5,0.6611,6050.8
qwen25_1.8b,decode,16384,8,P0,1.451,5513.6
qwen25_1.8b,decode,16384,8,P1,2.3192,3449.5
qwen25_1.8b,decode,16384,8,P3,0.7881,10150.8
qwen25_1.8b,decode,16384,8,P5,0.7859,10179.4
qwen25_1.8b,decode,16384,16,P0,2.9363,5449.0
qwen25_1.8b,decode,16384,16,P1,4.6051,3474.4
qwen25_1.8b,decode,16384,16,P3,0.9011,17756.7
qwen25_1.8b,decode,16384,16,P5,0.9001,17775.4
qwen25_1.8b,decode,16384,32,P0,5.8383,5481.1
qwen25_1.8b,decode,16384,32,P1,9.1035,3515.1
qwen25_1.8b,decode,16384,32,P3,1.7583,18199.2
qwen25_1.8b,decode,16384,32,P5,1.7563,18219.9
qwen25_1.8b,decode,16384,64,P0,11.7181,5461.6
qwen25_1.8b,decode,16384,64,P1,18.1452,3527.1
qwen25_1.8b,decode,16384,64,P3,3.4657,18466.8
qwen25_1.8b,decode,16384,64,P5,3.4695,18446.5
qwen25_1.8b,decode,16384,128,P0,23.3599,5479.5
qwen25_1.8b,decode,16384,128,P1,36.1871,3537.2
qwen25_1.8b,decode,16384,128,P3,6.8311,18737.8
qwen25_1.8b,decode,16384,128,P5,6.8402,18713.0
qwen25_1.8b,decode,32768,1,P0,0.4195,2383.9
qwen25_1.8b,decode,32768,1,P1,0.6625,1509.5
qwen25_1.8b,decode,32768,1,P3,1.2934,773.1
qwen25_1.8b,decode,32768,1,P5,1.2932,773.3
qwen25_1.8b,decode,32768,2,P0,0.7559,2645.8
qwen25_1.8b,decode,32768,2,P1,1.2034,1661.9
qwen25_1.8b,decode,32768,2,P3,1.2989,1539.8
qwen25_1.8b,decode,32768,2,P5,1.2975,1541.4
qwen25_1.8b,decode,32768,4,P0,1.4734,2714.8
qwen25_1.8b,decode,32768,4,P1,2.3409,1708.7
qwen25_1.8b,decode,32768,4,P3,1.5672,2552.3
qwen25_1.8b,decode,32768,4,P5,1.563,2559.3
qwen25_1.8b,decode,32768,8,P0,2.8702,2787.3
qwen25_1.8b,decode,32768,8,P1,4.547,1759.4
qwen25_1.8b,decode,32768,8,P3,1.5619,5122.1
qwen25_1.8b,decode,32768,8,P5,1.5673,5104.4
qwen25_1.8b,decode,32768,16,P0,5.8667,2727.2
qwen25_1.8b,decode,32768,16,P1,9.1214,1754.1
qwen25_1.8b,decode,32768,16,P3,1.7654,9063.3
qwen25_1.8b,decode,32768,16,P5,1.7603,9089.1
qwen25_1.8b,decode,32768,32,P0,11.7776,2717.0
qwen25_1.8b,decode,32768,32,P1,18.2172,1756.6
qwen25_1.8b,decode,32768,32,P3,3.4367,9311.1
qwen25_1.8b,decode,32768,32,P5,3.4177,9363.0
qwen25_1.8b,decode,32768,64,P0,23.5524,2717.3
qwen25_1.8b,decode,32768,64,P1,36.3124,1762.5
qwen25_1.8b,decode,32768,64,P3,6.8574,9333.0
qwen25_1.8b,decode,32768,64,P5,6.8381,9359.3
qwen25_1.8b,decode,32768,128,P0,47.2956,2706.4
qwen25_1.8b,decode,32768,128,P1,72.7633,1759.1
qwen25_1.8b,decode,32768,128,P3,13.6837,9354.2
qwen25_1.8b,decode,32768,128,P5,13.6357,9387.2
qwen25_1.8b,decode,65536,1,P0,0.8278,1208.0
qwen25_1.8b,decode,65536,1,P1,1.3089,764.0
qwen25_1.8b,decode,65536,1,P3,2.5416,393.5
qwen25_1.8b,decode,65536,1,P5,2.5404,393.6
qwen25_1.8b,decode,65536,2,P0,1.5127,1322.1
qwen25_1.8b,decode,65536,2,P1,2.3883,837.4
qwen25_1.8b,decode,65536,2,P3,3.066,652.3
qwen25_1.8b,decode,65536,2,P5,3.0627,653.0
qwen25_1.8b,decode,65536,4,P0,2.9576,1352.5
qwen25_1.8b,decode,65536,4,P1,4.6373,862.6
qwen25_1.8b,decode,65536,4,P3,3.0753,1300.7
qwen25_1.8b,decode,65536,4,P5,3.0749,1300.9
qwen25_1.8b,decode,65536,8,P0,5.8714,1362.5
qwen25_1.8b,decode,65536,8,P1,9.1182,877.4
qwen25_1.8b,decode,65536,8,P3,3.0664,2608.9
qwen25_1.8b,decode,65536,8,P5,3.0638,2611.1
qwen25_1.8b,decode,65536,16,P0,12.0618,1326.5
qwen25_1.8b,decode,65536,16,P1,18.5107,864.4
qwen25_1.8b,decode,65536,16,P3,3.5115,4556.4
qwen25_1.8b,decode,65536,16,P5,3.5097,4558.9
qwen25_1.8b,decode,65536,32,P0,24.2392,1320.2
qwen25_1.8b,decode,65536,32,P1,37.0391,864.0
qwen25_1.8b,decode,65536,32,P3,6.8326,4683.4
qwen25_1.8b,decode,65536,32,P5,6.8287,4686.1
qwen25_1.8b,decode,65536,64,P0,48.832,1310.6
qwen25_1.8b,decode,65536,64,P1,73.9092,865.9
qwen25_1.8b,decode,65536,64,P3,13.8206,4630.8
qwen25_1.8b,decode,65536,64,P5,13.7718,4647.2
qwen25_1.8b,decode,131072,1,P0,1.9118,523.1
qwen25_1.8b,decode,131072,1,P1,2.8463,351.3
qwen25_1.8b,decode,131072,1,P3,5.9402,168.3
qwen25_1.8b,decode,131072,1,P5,5.9341,168.5
qwen25_1.8b,decode,131072,2,P0,3.4633,577.5
qwen25_1.8b,decode,131072,2,P1,5.1411,389.0
qwen25_1.8b,decode,131072,2,P3,6.1096,327.4
qwen25_1.8b,decode,131072,2,P5,6.1035,327.7
qwen25_1.8b,decode,131072,4,P0,6.8651,582.7
qwen25_1.8b,decode,131072,4,P1,10.1176,395.4
qwen25_1.8b,decode,131072,4,P3,6.0729,658.7
qwen25_1.8b,decode,131072,4,P5,6.0671,659.3
qwen25_1.8b,decode,131072,8,P0,13.6923,584.3
qwen25_1.8b,decode,131072,8,P1,20.082,398.4
qwen25_1.8b,decode,131072,8,P3,6.1093,1309.5
qwen25_1.8b,decode,131072,8,P5,6.1033,1310.8
qwen25_1.8b,decode,131072,16,P0,28.019,571.0
qwen25_1.8b,decode,131072,16,P1,40.8639,391.5
qwen25_1.8b,decode,131072,16,P3,6.9172,2313.1
qwen25_1.8b,decode,131072,16,P5,6.9144,2314.0
qwen25_1.8b,decode,131072,32,P0,56.4646,566.7
qwen25_1.8b,decode,131072,32,P1,81.6205,392.1
qwen25_1.8b,decode,131072,32,P3,13.7256,2331.4
qwen25_1.8b,decode,131072,32,P5,13.7523,2326.9
qwen25_7b,decode,2048,1,P0,0.0675,14819.2
qwen25_7b,decode,2048,1,P1,0.2737,3653.0
qwen25_7b,decode,2048,1,P3,0.1127,8871.2
qwen25_7b,decode,2048,1,P5,0.1113,8982.8
qwen25_7b,decode,2048,2,P0,0.1149,17409.1
qwen25_7b,decode,2048,2,P1,0.3302,6057.8
qwen25_7b,decode,2048,2,P3,0.1163,17204.0
qwen25_7b,decode,2048,2,P5,0.1121,17844.7
qwen25_7b,decode,2048,4,P0,0.1964,20362.7
qwen25_7b,decode,2048,4,P1,0.4111,9730.6
qwen25_7b,decode,2048,4,P3,0.1142,35020.7
qwen25_7b,decode,2048,4,P5,0.1118,35782.7
qwen25_7b,decode,2048,8,P0,0.37,21621.7
qwen25_7b,decode,2048,8,P1,0.6101,13112.4
qwen25_7b,decode,2048,8,P3,0.1327,60300.0
qwen25_7b,decode,2048,8,P5,0.1305,61298.0
qwen25_7b,decode,2048,16,P0,0.7133,22432.4
qwen25_7b,decode,2048,16,P1,1.1568,13830.7
qwen25_7b,decode,2048,16,P3,0.2258,70859.7
qwen25_7b,decode,2048,16,P5,0.2223,71968.3
qwen25_7b,decode,2048,32,P0,1.3491,23719.6
qwen25_7b,decode,2048,32,P1,2.2191,14420.6
qwen25_7b,decode,2048,32,P3,0.4499,71129.7
qwen25_7b,decode,2048,32,P5,0.4499,71121.2
qwen25_7b,decode,2048,64,P0,2.6203,24424.8
qwen25_7b,decode,2048,64,P1,4.2877,14926.2
qwen25_7b,decode,2048,64,P3,0.7775,82318.2
qwen25_7b,decode,2048,64,P5,0.7767,82401.3
qwen25_7b,decode,2048,128,P0,5.1991,24619.6
qwen25_7b,decode,2048,128,P1,8.4645,15122.0
qwen25_7b,decode,2048,128,P3,1.5122,84646.6
qwen25_7b,decode,2048,128,P5,1.5092,84813.4
qwen25_7b,decode,4096,1,P0,0.1135,8808.4
qwen25_7b,decode,4096,1,P1,0.3249,3077.9
qwen25_7b,decode,4096,1,P3,0.1926,5191.5
qwen25_7b,decode,4096,1,P5,0.1906,5247.6
